"","metric","year","value.x","country.x","SAP.x","value.y","country.y","SAP.y"
"7785","Taxes on goods and services (% of revenue)",2008,4.84614896139083,"Angola","Has not received IMF money",19.3105227417312,"Namibia","Angola has not received IMF money"
"7786","Taxes on goods and services (% of revenue)",2009,12.0462530217566,"Angola","Has not received IMF money",22.6024314572734,"Namibia","Angola has not received IMF money"
"7787","Taxes on goods and services (% of revenue)",2010,6.01395098603046,"Angola","Has received IMF money",23.5983917629614,"Namibia","Angola has received IMF money"
"7788","Taxes on goods and services (% of revenue)",2011,3.63132953630561,"Angola","Has received IMF money",27.6805565085012,"Namibia","Angola has received IMF money"
"7789","Taxes on goods and services (% of revenue)",2012,3.74830079439273,"Angola","Has received IMF money",18.0574558134942,"Namibia","Angola has received IMF money"
"7790","Taxes on goods and services (% of revenue)",2013,4.29590842617571,"Angola","Has received IMF money",23.546079788686,"Namibia","Angola has received IMF money"
"7791","Taxes on goods and services (% of revenue)",2014,5.17411807440825,"Angola","Has received IMF money",21.6109840550186,"Namibia","Angola has received IMF money"
"7792","Taxes on goods and services (% of revenue)",2015,6.74055184449631,"Angola","Has received IMF money",23.8319632557154,"Namibia","Angola has received IMF money"
"7793","Taxes on goods and services (% value added of industry and services)",2000,1.72998504166016,"Angola","Has not received IMF money",9.12999125249463,"Namibia","Angola has not received IMF money"
"7794","Taxes on goods and services (% value added of industry and services)",2001,9.556425010371,"Angola","Has not received IMF money",8.49960554051919,"Namibia","Angola has not received IMF money"
"7795","Taxes on goods and services (% value added of industry and services)",2002,2.02622112537887,"Angola","Has not received IMF money",7.60155088768717,"Namibia","Angola has not received IMF money"
"7796","Taxes on goods and services (% value added of industry and services)",2003,2.43083845497665,"Angola","Has not received IMF money",6.49582573173896,"Namibia","Angola has not received IMF money"
"7797","Taxes on goods and services (% value added of industry and services)",2004,2.24184446407315,"Angola","Has not received IMF money",6.08913134029884,"Namibia","Angola has not received IMF money"
"7798","Taxes on goods and services (% value added of industry and services)",2005,1.66462957124382,"Angola","Has not received IMF money",9.22094544778562,"Namibia","Angola has not received IMF money"
"7799","Taxes on goods and services (% value added of industry and services)",2006,1.71894395809595,"Angola","Has not received IMF money",7.59627546252803,"Namibia","Angola has not received IMF money"
"7800","Taxes on goods and services (% value added of industry and services)",2007,1.92317361116768,"Angola","Has not received IMF money",8.04642080486803,"Namibia","Angola has not received IMF money"
"7801","Taxes on goods and services (% value added of industry and services)",2008,2.18592865410547,"Angola","Has not received IMF money",7.49136627555693,"Namibia","Angola has not received IMF money"
"7802","Taxes on goods and services (% value added of industry and services)",2009,2.88067309535538,"Angola","Has not received IMF money",8.49499137929524,"Namibia","Angola has not received IMF money"
"7803","Taxes on goods and services (% value added of industry and services)",2010,2.23281354323765,"Angola","Has received IMF money",7.8423478527951,"Namibia","Angola has received IMF money"
"7804","Taxes on goods and services (% value added of industry and services)",2011,1.7026844371875,"Angola","Has received IMF money",10.7570125886358,"Namibia","Angola has received IMF money"
"7805","Taxes on goods and services (% value added of industry and services)",2012,1.4067481844613,"Angola","Has received IMF money",7.47122576171628,"Namibia","Angola has received IMF money"
"7806","Taxes on goods and services (% value added of industry and services)",2013,1.59534767250623,"Angola","Has received IMF money",9.3098555917579,"Namibia","Angola has received IMF money"
"7807","Taxes on goods and services (% value added of industry and services)",2014,1.71796409129091,"Angola","Has received IMF money",8.92968980465001,"Namibia","Angola has received IMF money"
"7808","Taxes on goods and services (% value added of industry and services)",2015,1.39707235414077,"Angola","Has received IMF money",9.46234848347475,"Namibia","Angola has received IMF money"
"7809","Taxes on goods and services (current LCU)",2000,1495978615,"Angola","Has not received IMF money",1978381000,"Namibia","Angola has not received IMF money"
"7810","Taxes on goods and services (current LCU)",2001,17300349784,"Angola","Has not received IMF money",2130722000,"Namibia","Angola has not received IMF money"
"7811","Taxes on goods and services (current LCU)",2002,12670999806,"Angola","Has not received IMF money",2161373000,"Namibia","Angola has not received IMF money"
"7812","Taxes on goods and services (current LCU)",2003,30463029879,"Angola","Has not received IMF money",1989979746,"Namibia","Angola has not received IMF money"
"7813","Taxes on goods and services (current LCU)",2004,41894421449,"Angola","Has not received IMF money",2131896000,"Namibia","Angola has not received IMF money"
"7814","Taxes on goods and services (current LCU)",2005,51456380174,"Angola","Has not received IMF money",3425374740,"Namibia","Angola has not received IMF money"
"7815","Taxes on goods and services (current LCU)",2006,68937892658,"Angola","Has not received IMF money",3368347796,"Namibia","Angola has not received IMF money"
"7816","Taxes on goods and services (current LCU)",2007,92906282322,"Angola","Has not received IMF money",4220044000,"Namibia","Angola has not received IMF money"
"7817","Taxes on goods and services (current LCU)",2008,1.37367e+11,"Angola","Has not received IMF money",4523842000,"Namibia","Angola has not received IMF money"
"7818","Taxes on goods and services (current LCU)",2009,1.49494e+11,"Angola","Has not received IMF money",5426688000,"Namibia","Angola has not received IMF money"
"7819","Taxes on goods and services (current LCU)",2010,1.62085e+11,"Angola","Has received IMF money",5515034000,"Namibia","Angola has received IMF money"
"7820","Taxes on goods and services (current LCU)",2011,1.70041e+11,"Angola","Has received IMF money",8281278224.2,"Namibia","Angola has received IMF money"
"7821","Taxes on goods and services (current LCU)",2012,1.65995e+11,"Angola","Has received IMF money",6860589368.21,"Namibia","Angola has received IMF money"
"7822","Taxes on goods and services (current LCU)",2013,2.02397e+11,"Angola","Has received IMF money",9973002331.12,"Namibia","Angola has received IMF money"
"7823","Taxes on goods and services (current LCU)",2014,228895697526,"Angola","Has received IMF money",10795471961.89,"Namibia","Angola has received IMF money"
"7824","Taxes on goods and services (current LCU)",2015,176561786757,"Angola","Has received IMF money",12443824585.44,"Namibia","Angola has received IMF money"
"7825","Taxes on income, profits and capital gains (% of revenue)",2000,48.6099348372236,"Angola","Has not received IMF money",31.7889810916362,"Namibia","Angola has not received IMF money"
"7826","Taxes on income, profits and capital gains (% of revenue)",2001,43.3658463903995,"Angola","Has not received IMF money",36.9603964400674,"Namibia","Angola has not received IMF money"
"7827","Taxes on income, profits and capital gains (% of revenue)",2002,43.719134019082,"Angola","Has not received IMF money",42.4367257968008,"Namibia","Angola has not received IMF money"
"7828","Taxes on income, profits and capital gains (% of revenue)",2003,42.6783479349186,"Angola","Has not received IMF money",37.1480359754196,"Namibia","Angola has not received IMF money"
"7829","Taxes on income, profits and capital gains (% of revenue)",2004,49.9130233735921,"Angola","Has not received IMF money",35.5146874180544,"Namibia","Angola has not received IMF money"
"7830","Taxes on income, profits and capital gains (% of revenue)",2005,55.9826442710848,"Angola","Has not received IMF money",34.9946054555367,"Namibia","Angola has not received IMF money"
"7831","Taxes on income, profits and capital gains (% of revenue)",2006,43.1883945960986,"Angola","Has not received IMF money",32.2940091834857,"Namibia","Angola has not received IMF money"
"7832","Taxes on income, profits and capital gains (% of revenue)",2007,39.1055333055084,"Angola","Has not received IMF money",32.5583220045389,"Namibia","Angola has not received IMF money"
"7833","Taxes on income, profits and capital gains (% of revenue)",2008,48.7412508466923,"Angola","Has not received IMF money",34.4462839447678,"Namibia","Angola has not received IMF money"
"7834","Taxes on income, profits and capital gains (% of revenue)",2009,54.7611603545528,"Angola","Has not received IMF money",33.8894985081788,"Namibia","Angola has not received IMF money"
"7835","Taxes on income, profits and capital gains (% of revenue)",2010,34.14945364822,"Angola","Has received IMF money",42.4136736008012,"Namibia","Angola has received IMF money"
"7836","Taxes on income, profits and capital gains (% of revenue)",2011,27.6106701177335,"Angola","Has received IMF money",38.7640250656937,"Namibia","Angola has received IMF money"
"7837","Taxes on income, profits and capital gains (% of revenue)",2012,31.9188716823152,"Angola","Has received IMF money",38.2614896322979,"Namibia","Angola has received IMF money"
"7838","Taxes on income, profits and capital gains (% of revenue)",2013,29.7385697214622,"Angola","Has received IMF money",33.1185194030689,"Namibia","Angola has received IMF money"
"7839","Taxes on income, profits and capital gains (% of revenue)",2014,30.6616103820168,"Angola","Has received IMF money",35.5926634305394,"Namibia","Angola has received IMF money"
"7840","Taxes on income, profits and capital gains (% of revenue)",2015,40.2472027652956,"Angola","Has received IMF money",36.3965917216649,"Namibia","Angola has received IMF money"
"7841","Taxes on income, profits and capital gains (% of total taxes)",2000,89.3985227101264,"Angola","Has not received IMF money",34.9617830854407,"Namibia","Angola has not received IMF money"
"7842","Taxes on income, profits and capital gains (% of total taxes)",2001,61.7323467685303,"Angola","Has not received IMF money",40.7770318320289,"Namibia","Angola has not received IMF money"
"7843","Taxes on income, profits and capital gains (% of total taxes)",2002,74.9273868083171,"Angola","Has not received IMF money",48.2831666884406,"Namibia","Angola has not received IMF money"
"7844","Taxes on income, profits and capital gains (% of total taxes)",2003,73.5197195442594,"Angola","Has not received IMF money",41.8607421305741,"Namibia","Angola has not received IMF money"
"7845","Taxes on income, profits and capital gains (% of total taxes)",2004,76.4876416500295,"Angola","Has not received IMF money",38.8331242702938,"Namibia","Angola has not received IMF money"
"7846","Taxes on income, profits and capital gains (% of total taxes)",2005,79.9209527748152,"Angola","Has not received IMF money",38.4737876197415,"Namibia","Angola has not received IMF money"
"7847","Taxes on income, profits and capital gains (% of total taxes)",2006,85.1440383560531,"Angola","Has not received IMF money",36.0558578955899,"Namibia","Angola has not received IMF money"
"7848","Taxes on income, profits and capital gains (% of total taxes)",2007,81.8276163222833,"Angola","Has not received IMF money",35.3544568967668,"Namibia","Angola has not received IMF money"
"7849","Taxes on income, profits and capital gains (% of total taxes)",2008,81.0783847702212,"Angola","Has not received IMF money",38.2527496176939,"Namibia","Angola has not received IMF money"
"7850","Taxes on income, profits and capital gains (% of total taxes)",2009,66.3619319180517,"Angola","Has not received IMF money",36.7367332657622,"Namibia","Angola has not received IMF money"
"7851","Taxes on income, profits and capital gains (% of total taxes)",2010,71.9906607116319,"Angola","Has received IMF money",46.3119133707595,"Namibia","Angola has received IMF money"
"7852","Taxes on income, profits and capital gains (% of total taxes)",2011,76.4572651847121,"Angola","Has received IMF money",42.9279420067506,"Namibia","Angola has received IMF money"
"7853","Taxes on income, profits and capital gains (% of total taxes)",2012,78.0069202624623,"Angola","Has received IMF money",41.3055986269565,"Namibia","Angola has received IMF money"
"7854","Taxes on income, profits and capital gains (% of total taxes)",2013,74.8578816891776,"Angola","Has received IMF money",36.2213284819315,"Namibia","Angola has received IMF money"
"7855","Taxes on income, profits and capital gains (% of total taxes)",2014,69.925116617247,"Angola","Has received IMF money",38.0790203811722,"Namibia","Angola has received IMF money"
"7856","Taxes on income, profits and capital gains (% of total taxes)",2015,68.6880686370384,"Angola","Has received IMF money",38.9411692232002,"Namibia","Angola has received IMF money"
"7857","Taxes on income, profits and capital gains (current LCU)",2000,23521887574,"Angola","Has not received IMF money",2610224000,"Namibia","Angola has not received IMF money"
"7858","Taxes on income, profits and capital gains (current LCU)",2001,35587683336,"Angola","Has not received IMF money",3285602000,"Namibia","Angola has not received IMF money"
"7859","Taxes on income, profits and capital gains (current LCU)",2002,77439702088,"Angola","Has not received IMF money",4442342000,"Namibia","Angola has not received IMF money"
"7860","Taxes on income, profits and capital gains (current LCU)",2003,1.67772e+11,"Angola","Has not received IMF money",3618467243,"Namibia","Angola has not received IMF money"
"7861","Taxes on income, profits and capital gains (current LCU)",2004,2.72013e+11,"Angola","Has not received IMF money",4024239000,"Namibia","Angola has not received IMF money"
"7862","Taxes on income, profits and capital gains (current LCU)",2005,4.40617e+11,"Angola","Has not received IMF money",4575652623.3,"Namibia","Angola has not received IMF money"
"7863","Taxes on income, profits and capital gains (current LCU)",2006,8.38209e+11,"Angola","Has not received IMF money",5676000289,"Namibia","Angola has not received IMF money"
"7864","Taxes on income, profits and capital gains (current LCU)",2007,8.80727e+11,"Angola","Has not received IMF money",6729659000,"Namibia","Angola has not received IMF money"
"7865","Taxes on income, profits and capital gains (current LCU)",2008,1.3816e+12,"Angola","Has not received IMF money",8069670000,"Namibia","Angola has not received IMF money"
"7866","Taxes on income, profits and capital gains (current LCU)",2009,6.79586e+11,"Angola","Has not received IMF money",8136635000,"Namibia","Angola has not received IMF money"
"7867","Taxes on income, profits and capital gains (current LCU)",2010,9.20379e+11,"Angola","Has received IMF money",9912237000,"Namibia","Angola has received IMF money"
"7868","Taxes on income, profits and capital gains (current LCU)",2011,1.2929e+12,"Angola","Has received IMF money",11597154000.87,"Namibia","Angola has received IMF money"
"7869","Taxes on income, profits and capital gains (current LCU)",2012,1.41354e+12,"Angola","Has received IMF money",14536730516.99,"Namibia","Angola has received IMF money"
"7870","Taxes on income, profits and capital gains (current LCU)",2013,1.4011e+12,"Angola","Has received IMF money",14027433618.43,"Namibia","Angola has received IMF money"
"7871","Taxes on income, profits and capital gains (current LCU)",2014,1356426466256.25,"Angola","Has received IMF money",17779828958.05,"Namibia","Angola has received IMF money"
"7872","Taxes on income, profits and capital gains (current LCU)",2015,1054233866328.62,"Angola","Has received IMF money",19004426871.28,"Namibia","Angola has received IMF money"
"7873","Taxes on international trade (% of revenue)",2000,1.56262574673678,"Angola","Has not received IMF money",35.0419691813413,"Namibia","Angola has not received IMF money"
"7874","Taxes on international trade (% of revenue)",2001,3.23837706474214,"Angola","Has not received IMF money",29.7109165202771,"Namibia","Angola has not received IMF money"
"7875","Taxes on international trade (% of revenue)",2002,4.51136912550104,"Angola","Has not received IMF money",24.8074960334609,"Namibia","Angola has not received IMF money"
"7876","Taxes on international trade (% of revenue)",2003,4.46534077988746,"Angola","Has not received IMF money",31.1643069317722,"Namibia","Angola has not received IMF money"
"7877","Taxes on international trade (% of revenue)",2004,4.6389132320074,"Angola","Has not received IMF money",37.1255411421324,"Namibia","Angola has not received IMF money"
"7878","Taxes on international trade (% of revenue)",2005,4.23118264300053,"Angola","Has not received IMF money",29.7651242768991,"Namibia","Angola has not received IMF money"
"7879","Taxes on international trade (% of revenue)",2006,2.25396229835843,"Angola","Has not received IMF money",38.1081441488897,"Namibia","Angola has not received IMF money"
"7880","Taxes on international trade (% of revenue)",2007,2.63321377261143,"Angola","Has not received IMF money",39.1160986792915,"Namibia","Angola has not received IMF money"
"7881","Taxes on international trade (% of revenue)",2008,3.7915231993678,"Angola","Has not received IMF money",36.292364390172,"Namibia","Angola has not received IMF money"
"7882","Taxes on international trade (% of revenue)",2009,8.5665592264303,"Angola","Has not received IMF money",35.7576945806777,"Namibia","Angola has not received IMF money"
"7883","Taxes on international trade (% of revenue)",2010,3.78238688013654,"Angola","Has received IMF money",25.5705761506354,"Namibia","Angola has received IMF money"
"7884","Taxes on international trade (% of revenue)",2011,2.39795754931545,"Angola","Has received IMF money",23.8556360779765,"Namibia","Angola has received IMF money"
"7885","Taxes on international trade (% of revenue)",2012,2.51380816250954,"Angola","Has received IMF money",36.3113296359203,"Namibia","Angola has received IMF money"
"7886","Taxes on international trade (% of revenue)",2013,2.64070688268218,"Angola","Has received IMF money",34.7691521119544,"Namibia","Angola has received IMF money"
"7887","Taxes on international trade (% of revenue)",2014,4.11500237570181,"Angola","Has received IMF money",36.2668858271579,"Namibia","Angola has received IMF money"
"7888","Taxes on international trade (% of revenue)",2015,4.98051531369722,"Angola","Has received IMF money",33.237030282912,"Namibia","Angola has received IMF money"
"7889","Taxes on international trade (current LCU)",2000,756139815,"Angola","Has not received IMF money",2877330000,"Namibia","Angola has not received IMF money"
"7890","Taxes on international trade (current LCU)",2001,2657536912,"Angola","Has not received IMF money",2641158000,"Namibia","Angola has not received IMF money"
"7891","Taxes on international trade (current LCU)",2002,7990988132,"Angola","Has not received IMF money",2596887000,"Namibia","Angola has not received IMF money"
"7892","Taxes on international trade (current LCU)",2003,17553611833,"Angola","Has not received IMF money",3035612000,"Namibia","Angola has not received IMF money"
"7893","Taxes on international trade (current LCU)",2004,25280870997,"Angola","Has not received IMF money",4206768000,"Namibia","Angola has not received IMF money"
"7894","Taxes on international trade (current LCU)",2005,33301946110,"Angola","Has not received IMF money",3891881826,"Namibia","Angola has not received IMF money"
"7895","Taxes on international trade (current LCU)",2006,43745351079,"Angola","Has not received IMF money",6697893593,"Namibia","Angola has not received IMF money"
"7896","Taxes on international trade (current LCU)",2007,59304713944,"Angola","Has not received IMF money",8085122000,"Namibia","Angola has not received IMF money"
"7897","Taxes on international trade (current LCU)",2008,1.07473e+11,"Angola","Has not received IMF money",8502148000,"Namibia","Angola has not received IMF money"
"7898","Taxes on international trade (current LCU)",2009,1.06311e+11,"Angola","Has not received IMF money",8585176000,"Namibia","Angola has not received IMF money"
"7899","Taxes on international trade (current LCU)",2010,1.01941e+11,"Angola","Has received IMF money",5975941000,"Namibia","Angola has received IMF money"
"7900","Taxes on international trade (current LCU)",2011,1.12287e+11,"Angola","Has received IMF money",7136964877,"Namibia","Angola has received IMF money"
"7901","Taxes on international trade (current LCU)",2012,1.11325e+11,"Angola","Has received IMF money",13795804050.07,"Namibia","Angola has received IMF money"
"7902","Taxes on international trade (current LCU)",2013,1.24414e+11,"Angola","Has received IMF money",14726563325,"Namibia","Angola has received IMF money"
"7903","Taxes on international trade (current LCU)",2014,182041910440,"Angola","Has received IMF money",18116627549,"Namibia","Angola has received IMF money"
"7904","Taxes on international trade (current LCU)",2015,130459449470,"Angola","Has received IMF money",17354666510,"Namibia","Angola has received IMF money"
"7905","Technical cooperation grants (BoP, current US$)",2000,47310000,"Angola","Has not received IMF money",46060000,"Namibia","Angola has not received IMF money"
"7906","Technical cooperation grants (BoP, current US$)",2001,56940000,"Angola","Has not received IMF money",47780000,"Namibia","Angola has not received IMF money"
"7907","Technical cooperation grants (BoP, current US$)",2002,61020000,"Angola","Has not received IMF money",4.9e+07,"Namibia","Angola has not received IMF money"
"7908","Technical cooperation grants (BoP, current US$)",2003,79860000,"Angola","Has not received IMF money",63630000,"Namibia","Angola has not received IMF money"
"7909","Technical cooperation grants (BoP, current US$)",2004,70250000,"Angola","Has not received IMF money",6.8e+07,"Namibia","Angola has not received IMF money"
"7910","Technical cooperation grants (BoP, current US$)",2005,80670000,"Angola","Has not received IMF money",54960000,"Namibia","Angola has not received IMF money"
"7911","Technical cooperation grants (BoP, current US$)",2006,72810000,"Angola","Has not received IMF money",77200000,"Namibia","Angola has not received IMF money"
"7912","Technical cooperation grants (BoP, current US$)",2007,46330000,"Angola","Has not received IMF money",34910000,"Namibia","Angola has not received IMF money"
"7913","Technical cooperation grants (BoP, current US$)",2008,67750000,"Angola","Has not received IMF money",40500000,"Namibia","Angola has not received IMF money"
"7914","Technical cooperation grants (BoP, current US$)",2009,64060000,"Angola","Has not received IMF money",43090000,"Namibia","Angola has not received IMF money"
"7915","Technical cooperation grants (BoP, current US$)",2010,43730000,"Angola","Has received IMF money",44510000,"Namibia","Angola has received IMF money"
"7916","Technical cooperation grants (BoP, current US$)",2011,33580000,"Angola","Has received IMF money",46880000,"Namibia","Angola has received IMF money"
"7917","Technical cooperation grants (BoP, current US$)",2012,34220000,"Angola","Has received IMF money",49660000,"Namibia","Angola has received IMF money"
"7918","Technical cooperation grants (BoP, current US$)",2013,25680000,"Angola","Has received IMF money",43270000,"Namibia","Angola has received IMF money"
"7919","Technical cooperation grants (BoP, current US$)",2014,34670000,"Angola","Has received IMF money",38380000,"Namibia","Angola has received IMF money"
"7920","Technical cooperation grants (BoP, current US$)",2015,24460000,"Angola","Has received IMF money",36480000,"Namibia","Angola has received IMF money"
"7921","Terms of trade adjustment (constant LCU)",2000,1502329873.41196,"Angola","Has not received IMF money",-4960339030.67467,"Namibia","Angola has not received IMF money"
"7922","Terms of trade adjustment (constant LCU)",2001,2715506154.16254,"Angola","Has not received IMF money",-2776993422.82904,"Namibia","Angola has not received IMF money"
"7923","Terms of trade adjustment (constant LCU)",2002,0,"Angola","Has not received IMF money",-2935377025.33225,"Namibia","Angola has not received IMF money"
"7924","Terms of trade adjustment (constant LCU)",2003,10672509682.3619,"Angola","Has not received IMF money",-6578669767.99339,"Namibia","Angola has not received IMF money"
"7925","Terms of trade adjustment (constant LCU)",2004,62975403972.4763,"Angola","Has not received IMF money",-7497102343.25076,"Namibia","Angola has not received IMF money"
"7926","Terms of trade adjustment (constant LCU)",2005,152284913290.697,"Angola","Has not received IMF money",-5475799725.93512,"Namibia","Angola has not received IMF money"
"7927","Terms of trade adjustment (constant LCU)",2006,318668274119.026,"Angola","Has not received IMF money",-3254683825.53776,"Namibia","Angola has not received IMF money"
"7928","Terms of trade adjustment (constant LCU)",2007,122458542160.997,"Angola","Has not received IMF money",-2474153344.82262,"Namibia","Angola has not received IMF money"
"7929","Terms of trade adjustment (constant LCU)",2008,78017182512.2028,"Angola","Has not received IMF money",1711842572.22932,"Namibia","Angola has not received IMF money"
"7930","Terms of trade adjustment (constant LCU)",2009,-223647408251.997,"Angola","Has not received IMF money",1571021577.97971,"Namibia","Angola has not received IMF money"
"7931","Terms of trade adjustment (constant LCU)",2010,-5286450471.11841,"Angola","Has received IMF money",14445.8435287476,"Namibia","Angola has received IMF money"
"7932","Terms of trade adjustment (constant LCU)",2011,165936172385.133,"Angola","Has received IMF money",1248840364.65826,"Namibia","Angola has received IMF money"
"7933","Terms of trade adjustment (constant LCU)",2012,138434141868.938,"Angola","Has received IMF money",4397950784.02667,"Namibia","Angola has received IMF money"
"7934","Terms of trade adjustment (constant LCU)",2013,96278972736.1431,"Angola","Has received IMF money",5503950368.2735,"Namibia","Angola has received IMF money"
"7935","Terms of trade adjustment (constant LCU)",2014,-15133455844.9734,"Angola","Has received IMF money",6208527111.69412,"Namibia","Angola has received IMF money"
"7936","Terms of trade adjustment (constant LCU)",2015,-242608427776.833,"Angola","Has received IMF money",7630844184.14513,"Namibia","Angola has received IMF money"
"7937","Total fisheries production (metric tons)",2000,239356,"Angola","Has not received IMF money",590744,"Namibia","Angola has not received IMF money"
"7938","Total fisheries production (metric tons)",2001,254564,"Angola","Has not received IMF money",548847,"Namibia","Angola has not received IMF money"
"7939","Total fisheries production (metric tons)",2002,255494,"Angola","Has not received IMF money",626156,"Namibia","Angola has not received IMF money"
"7940","Total fisheries production (metric tons)",2003,212105,"Angola","Has not received IMF money",638349,"Namibia","Angola has not received IMF money"
"7941","Total fisheries production (metric tons)",2004,240094,"Angola","Has not received IMF money",571391,"Namibia","Angola has not received IMF money"
"7942","Total fisheries production (metric tons)",2005,202742,"Angola","Has not received IMF money",554187,"Namibia","Angola has not received IMF money"
"7943","Total fisheries production (metric tons)",2006,225897,"Angola","Has not received IMF money",509858.5,"Namibia","Angola has not received IMF money"
"7944","Total fisheries production (metric tons)",2007,306626,"Angola","Has not received IMF money",413693.5,"Namibia","Angola has not received IMF money"
"7945","Total fisheries production (metric tons)",2008,306050,"Angola","Has not received IMF money",373427.6,"Namibia","Angola has not received IMF money"
"7946","Total fisheries production (metric tons)",2009,272302,"Angola","Has not received IMF money",379512.6,"Namibia","Angola has not received IMF money"
"7947","Total fisheries production (metric tons)",2010,310310,"Angola","Has received IMF money",382624.6,"Namibia","Angola has received IMF money"
"7948","Total fisheries production (metric tons)",2011,342310,"Angola","Has received IMF money",414504.7,"Namibia","Angola has received IMF money"
"7949","Total fisheries production (metric tons)",2012,374310,"Angola","Has received IMF money",470314.7,"Namibia","Angola has received IMF money"
"7950","Total fisheries production (metric tons)",2013,407057,"Angola","Has received IMF money",486439.4,"Namibia","Angola has received IMF money"
"7951","Total fisheries production (metric tons)",2014,442389,"Angola","Has received IMF money",444611.6,"Namibia","Angola has received IMF money"
"7952","Total fisheries production (metric tons)",2015,496104,"Angola","Has received IMF money",510729.1,"Namibia","Angola has received IMF money"
"7953","Total natural resources rents (% of GDP)",2000,56.1338742128581,"Angola","Has not received IMF money",0.559330058573885,"Namibia","Angola has not received IMF money"
"7954","Total natural resources rents (% of GDP)",2001,38.3858040588786,"Angola","Has not received IMF money",0.536151299812422,"Namibia","Angola has not received IMF money"
"7955","Total natural resources rents (% of GDP)",2002,27.3639218438884,"Angola","Has not received IMF money",0.795053530503597,"Namibia","Angola has not received IMF money"
"7956","Total natural resources rents (% of GDP)",2003,24.5459987573848,"Angola","Has not received IMF money",0.951725884834624,"Namibia","Angola has not received IMF money"
"7957","Total natural resources rents (% of GDP)",2004,36.0759046726557,"Angola","Has not received IMF money",0.951566181979915,"Namibia","Angola has not received IMF money"
"7958","Total natural resources rents (% of GDP)",2005,45.0365302595742,"Angola","Has not received IMF money",1.29219993601451,"Namibia","Angola has not received IMF money"
"7959","Total natural resources rents (% of GDP)",2006,43.7951425251114,"Angola","Has not received IMF money",2.75295966378213,"Namibia","Angola has not received IMF money"
"7960","Total natural resources rents (% of GDP)",2007,47.4840126382015,"Angola","Has not received IMF money",6.08267495384598,"Namibia","Angola has not received IMF money"
"7961","Total natural resources rents (% of GDP)",2008,56.6085597074164,"Angola","Has not received IMF money",3.12840171722159,"Namibia","Angola has not received IMF money"
"7962","Total natural resources rents (% of GDP)",2009,31.7455342780562,"Angola","Has not received IMF money",2.28530752954091,"Namibia","Angola has not received IMF money"
"7963","Total natural resources rents (% of GDP)",2010,39.0039467591209,"Angola","Has received IMF money",2.8987638215595,"Namibia","Angola has received IMF money"
"7964","Total natural resources rents (% of GDP)",2011,39.8870967766776,"Angola","Has received IMF money",2.69487713804011,"Namibia","Angola has received IMF money"
"7965","Total natural resources rents (% of GDP)",2012,35.6782675918994,"Angola","Has received IMF money",2.47010988804116,"Namibia","Angola has received IMF money"
"7966","Total natural resources rents (% of GDP)",2013,30.4708163442821,"Angola","Has received IMF money",2.15856532158552,"Namibia","Angola has received IMF money"
"7967","Total natural resources rents (% of GDP)",2014,23.3819297926206,"Angola","Has received IMF money",2.56318162267203,"Namibia","Angola has received IMF money"
"7968","Total natural resources rents (% of GDP)",2015,10.8036283089837,"Angola","Has received IMF money",3.41584476890103,"Namibia","Angola has received IMF money"
"7969","Total reserves (includes gold, current US$)",2000,1198212373.02401,"Angola","Has not received IMF money",259836317.576792,"Namibia","Angola has not received IMF money"
"7970","Total reserves (includes gold, current US$)",2001,731866198.100655,"Angola","Has not received IMF money",234251046.833656,"Namibia","Angola has not received IMF money"
"7971","Total reserves (includes gold, current US$)",2002,375545950.307129,"Angola","Has not received IMF money",323133447.622758,"Namibia","Angola has not received IMF money"
"7972","Total reserves (includes gold, current US$)",2003,634199422.3308,"Angola","Has not received IMF money",325217778.017771,"Namibia","Angola has not received IMF money"
"7973","Total reserves (includes gold, current US$)",2004,1379588147.35472,"Angola","Has not received IMF money",345060355.267101,"Namibia","Angola has not received IMF money"
"7974","Total reserves (includes gold, current US$)",2005,3196850749.33725,"Angola","Has not received IMF money",312104907.411467,"Namibia","Angola has not received IMF money"
"7975","Total reserves (includes gold, current US$)",2006,8149079645.64961,"Angola","Has not received IMF money",449578847.200303,"Namibia","Angola has not received IMF money"
"7976","Total reserves (includes gold, current US$)",2007,11196800894.0338,"Angola","Has not received IMF money",896022010.407354,"Namibia","Angola has not received IMF money"
"7977","Total reserves (includes gold, current US$)",2008,17869411576.4837,"Angola","Has not received IMF money",1292933974.64599,"Namibia","Angola has not received IMF money"
"7978","Total reserves (includes gold, current US$)",2009,13664098153.6474,"Angola","Has not received IMF money",2050927526.8344,"Namibia","Angola has not received IMF money"
"7979","Total reserves (includes gold, current US$)",2010,19678661657.2159,"Angola","Has received IMF money",1695691125.42722,"Namibia","Angola has received IMF money"
"7980","Total reserves (includes gold, current US$)",2011,27039761554.085,"Angola","Has received IMF money",1786689867.90836,"Namibia","Angola has received IMF money"
"7981","Total reserves (includes gold, current US$)",2012,31161778888.6797,"Angola","Has received IMF money",1745866242.29235,"Namibia","Angola has received IMF money"
"7982","Total reserves (includes gold, current US$)",2013,31500815461.6599,"Angola","Has received IMF money",1511161812.62397,"Namibia","Angola has received IMF money"
"7983","Total reserves (includes gold, current US$)",2014,27032344084.4907,"Angola","Has received IMF money",1177200513.39186,"Namibia","Angola has received IMF money"
"7984","Total reserves (includes gold, current US$)",2015,23790543425.2351,"Angola","Has received IMF money",1688180787.14781,"Namibia","Angola has received IMF money"
