Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,18.432527076224,16.6844164434593,23.6326357206978,27.2328765218336,61.0172274497292,21.3382984790982,8.11517634751655,12.4360433253419,17.009873968191,10.6128194811107,10.0688269852955,7.96592628087235,9.70251192740652,10.9756463192724,8.73698800661976,13.6298524969946,7.16061764999159,7.48639657148392,,
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,4.05421902522199,3.41408986785843,4.74018740005492,4.68216489369195,8.699927830206,2.15969490687736,0.723164374515892,0.752991317087754,0.64448327102396,0.489793492123209,0.538860181819848,0.358588067826889,0.430941129646972,0.475017961942744,0.373437037853216,0.862936111894598,0.660441556906901,0.620028309312216,,
Net official development assistance received (constant 2015 US$),DT.ODA.ODAT.KD,431390000,416470000,567190000,596610000,1244720000,441880000,172820000,251490000,334970000,231540000,224170000,179620000,228220000,259840000,213470000,401990000,206530000,218830000,,
Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,4.05719907459224,3.83358738698048,3.03297829425515,3.06784242853573,5.43390621020065,1.25889388677705,0.353915328194917,0.450826476604983,0.493230038821071,0.376378150204978,0.310608663500264,0.188985728872812,0.207096584140261,0.225171860857124,0.171990391357506,0.344612753686731,0.215439756396281,0.188552631092268,,
Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,10.8556055617266,10.375818449794,8.88273789459677,9.09817188770303,15.7305574845975,4.07031043706432,1.33975919348114,1.54810484404487,1.35310927736312,0.793658931658498,0.995251484478222,0.653154859464139,0.713382189929055,0.798936373606792,0.587424566071399,0.956339423728944,0.75045707908076,0.75747780369376,,
"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,
"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,
"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,,,,,,,,,,,,,,,,,16.6880570409982,27.6412546634674,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,,,,,,,,,,,,17.8831857948957,20.339016631551,18.59,19.5532811757961,16.5917021542378,16.4860928649624,18.7042857142857,,
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,18.7,,,,,,,,,,,
Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,5.3,,,,,,,,,,,
Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,44.2,,,,,,,,42.9,,,,,,,,,,,
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,78.1,,,,,,,,79.4,,,,,,,,,,,
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,58.3,,,,,,,,,,,
Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,21.6,,,,,,,,,,,
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,36.6,,,,,,,,,,,
Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,12.7,,,,,,,,,,,
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,26.9,,,,,,,,23.6,,,,,,,,,,,
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,55.6,,,,,,,,55.7,,,,,,,,,,,
GINI index (World Bank estimate),SI.POV.GINI,52,,,,,,,,42.7,,,,,,,,,,,
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,14.6,,,,,,,,9.6,,,,,,,,,,,
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,32.3,,,,,,,,30.1,,,,,,,,,,,
Income share held by lowest 20%,SI.DST.FRST.20,3.2,,,,,,,,5.4,,,,,,,,,,,
Income share held by lowest 10%,SI.DST.FRST.10,1,,,,,,,,2.1,,,,,,,,,,,
Income share held by highest 10%,SI.DST.10TH.10,40.2,,,,,,,,32.3,,,,,,,,,,,
Income share held by highest 20%,SI.DST.05TH.20,56.1,,,,,,,,48.5,,,,,,,,,,,
Income share held by fourth 20%,SI.DST.04TH.20,20.2,,,,,,,,21.9,,,,,,,,,,,
Income share held by third 20%,SI.DST.03RD.20,12.7,,,,,,,,14.5,,,,,,,,,,,
Income share held by second 20%,SI.DST.02ND.20,7.8,,,,,,,,9.6,,,,,,,,,,,
"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,26.79960654,83.3031451,63.41704498,69.74304388,78.90711243,68.4606718,57.38231409,64.90360653,66.55351003,58.32272544,54.78681905,54.3738332,52.9227892,67.77796775,78.73769429,97.80907448,97.03560045,,,
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,5.35072216,15.27213471,17.20829678,20.01606175,27.5151502,28.11299497,28.02643596,36.43401857,44.83070299,34.14337332,33.47474444,39.54383826,39.8145497,50.87702782,56.22720536,54.30169485,49.72439697,,,
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,41.27677559,52.9285548,59.41811442,57.65277554,55.55617462,52.12799842,40.3695459,39.40857115,33.15676622,28.49826254,34.63727512,32.38171291,32.57001883,35.40424053,42.67658845,49.96444639,52.2201199,,,
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,17.72800533,70.96791756,53.00438394,58.6837848,66.60000063,55.59626476,43.58901817,46.74673697,43.46319384,31.73953581,30.5966011,30.21434974,28.6292745,40.87111257,49.58614319,65.62405972,65.42537519,,,
Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,3.53951581,13.0106924,14.38280781,16.84208482,23.22362287,22.83029761,21.28957058,26.2415538,29.27697627,18.58100444,18.69452215,21.97364594,21.53820102,30.67959693,35.40985396,36.43320095,33.52622452,,,
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,27.30468809,45.09108641,49.66205143,48.51068844,46.89109956,42.33265502,30.66570071,28.38397138,21.65323747,15.50890528,19.34375655,17.99380955,17.61917737,21.34927836,26.87616706,33.52316573,35.20893022,,,
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,37.7934944,71.8331713,41.94971431,49.97062948,60.38383074,58.88155574,76.4357429,95.34767798,129.17463519,138.49788969,98.25118503,108.73697786,106.03164838,118.75000441,99.91199746,92.72091988,82.01788306,,,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,7.54572601,13.16932112,11.38310897,14.34143321,21.05602551,24.17938412,37.33243399,53.52397587,87.01253624,81.07963262,60.03147046,79.07990319,79.76908243,89.13880836,71.34794142,51.47685043,42.02879929,,,
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2.73858266,5.96825476,4.19123057,4.26046803,5.65923885,4.82063794,4.7187378,4.51627092,4.06037132,5.77788915,4.24956807,4.58056899,4.20151311,4.57540098,3.61568026,4.56262557,5.43269667,,,
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.35886472,2.5028634,1.60059102,1.83989949,2.02250333,1.67448274,1.81013124,1.85922312,2.24921052,2.42184456,1.69992629,1.83949077,1.75723353,1.855267,1.51559793,1.39747837,1.27022185,,,
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,58.20957052,45.64084512,39.30446342,41.30799754,42.51447736,44.83417361,53.77399431,57.89378977,64.35442967,67.67429319,62.1162788,64.75706038,65.25454982,62.02979904,54.15326465,47.36523125,44.13827159,,,
"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,0.333498,2.25159154,1.36339464,1.25716148,2.74027651,3.98963609,8.32452304,4.44285341,4.99562135,7.8330032,5.13500134,4.80443589,3.53484275,4.91228114,5.84887561,5.2273522,6.76684905,,,
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,0.06658512,0.41278885,0.36995889,0.36080189,0.95554276,1.63832192,4.06582961,2.49402171,3.36506996,4.58560793,3.13748563,3.49406736,2.65931132,3.68736733,4.17672797,2.90212422,3.46756744,,,
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.51365388,1.43060008,1.27742216,1.03922692,1.92934801,3.03782797,5.85645979,2.69763907,2.48880411,3.82744428,3.24644609,2.86122671,2.17543135,2.56596043,3.1701469,2.67032236,3.64160851,,,
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,64.92659894,157.38790794,106.73015392,120.97083485,142.03121968,131.33186363,142.14258003,164.69413792,200.72376657,204.65361834,158.17300542,167.91524695,162.48928033,191.4402533,184.49856737,195.75734656,185.82040062,,,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,12.9630333,28.85424468,28.96136464,34.71829685,49.52671847,53.93070101,69.42469956,92.45201615,135.20830918,119.80861387,96.64370053,122.11780882,122.24294345,143.70320352,131.75187476,108.68066949,95.22079857,,,
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.33443523,5.48382352,4.0722882,4.45409993,4.75721084,3.73483575,3.36618335,3.21143792,3.49503605,3.5786773,2.73668404,2.84060264,2.69289044,2.9909286,2.79871941,2.9504308,2.87782524,,,
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,60,64,68,71,73,75,77,78,79,88,75,70,72,75,78,78,78,78,78,
UHC service coverage index,SH.UHC.SRVS.CV.XD,,,,,,,,,,,,,,,,36,,,,
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,,,,,,,,,4.541006,,,,,,,,,,,
Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,,,,,,,,,988000,,,,,,,,,,,
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,,,,,,,,,12.37981,,,,,,,,,,,
Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,,,,,,,,,2694000,,,,,,,,,,,
Proportion of population pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,,,,2.552293,,,,,,,,,,,
Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,,,,,,1.408,,,,,,,,,,,
Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,,,,,,,,,555000,,,,,,,,,,,
Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP2.CG,,,,,,,,,0.0436479,,,,,,,,,,,
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.66468956353549,8.15637702246655,5.8395499748266,6.19838433868839,6.25087653552132,5.06040294790886,5.19128018876127,5.24227833734658,4.80533931673356,6.62119707047771,6.18029318057362,5.84568096888111,6.06963007473451,6.50749253992601,7.5470567791822,9.12253447070414,9.83116860869256,10.0169958599555,,
"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,,,38855489600,41972804300,45781037200,47863678000,55666944900,58771670100,61565071000,65094369800,70652069500,77121109900,82604711600,85925148100,100810546400,111107582600,115426571500,115969538500,,
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,8.02284241452462,9.07309617146545,4.54913415548393,16.3031075463946,5.57732278208786,4.75297178937919,5.73263173853888,8.53791152303313,9.15619378990731,7.11037705125142,4.01966962378452,17.3236807025067,10.2142450048262,3.88721345468279,0.470400353180381,,
"Agriculture, forestry, and fishing, value added (constant 2010 US$)",NV.AGR.TOTL.KD,,,2848249210.22439,3076759755.93363,3355917127.55444,3508582299.83375,4080590245.52941,4308177934.93698,4512944416.8208,4771654900.80208,5179054574.41704,5653258847.73572,6055226867.49296,6298626982.53682,7389781009.63343,8144591347.27751,8461188997.95781,8500990460.88746,,
"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,5192600000,16077100000,38855489600,82372811000,122990460900,163063995600,218540540700,262446015200,319235655100,369286721800,475984636000,613851558700,742009231600,858663871900,1081029771700,1272620091500,1627015680800,2029673362100,,
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,517163204.882735,728859048.232153,892609948.954978,1104099935.26016,1472209717.57715,1870877459.72595,2719244833.46004,3421449079.01718,4254580694.73061,4655175861.79946,5179054574.41704,6534868426.82371,7772334516.27771,8896384125.08302,10996982491.7805,10599805694.1197,9941656304.30585,12233138227.1752,,
"Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",NV.AGR.EMPL.KD,,,1405.10407652531,1483.75918594233,1570.63681134994,1432.69447312874,1483.2314709935,1386.21792461198,1288.32475579712,1253.19981751652,1214.90443101992,1195.2875127765,1243.90346532328,1263.77446132875,1446.77674505849,1549.07756831282,1553.35254570458,1511.24009412135,,
Trade (% of GDP),NE.TRD.GNFS.ZS,152.547109454858,150.335794690093,105.301742600149,103.901226814948,103.579924362095,106.590962129525,94.6251593320477,108.060067893978,121.36470790564,122.446142344145,104.123629959119,99.9825078537909,91.8000986064676,86.8119307833605,79.3329275092697,62.8885207850511,53.3701552785467,52.256821448818,,
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,26.824552915418,0.442092772187029,8.8682492091045,4.74144794652078,13.1807667012217,24.461573409733,32.3105676757974,27.7514988509558,23.5853490387218,-4.93153630624626,18.9625954871885,21.3573890242462,20.0801642036573,14.682237998767,10.0571349913456,-3.37932179829982,2.87881384257136,5.75137865514493,,
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,24086967100,-1808644700,59008000000,22982008700.0001,46964495800,99128788700,146805776000,211334644300,197313916800,179664524100,228553300400,136254953200,172761533800,139875420000,174871779700,199914234200,189693123300,278186067700,,
External balance on goods and services (current LCU),NE.RSB.GNFS.CN,24589021500,871412600.000031,59008000000,63011000000,259341000000,788238000000,1360198000000,1389333000000,1566858000000,-275048583600,1460433000000,2242727000000,2454790000000,1937321825700,1440569835600,-471425219600,476431180300.001,1165361373300,,
External balance on goods and services (current US$),NE.RSB.GNFS.CD,2448972993.08063,39505691.8382997,1355564642.4781,844580149.397571,3104341081.18849,9043668417.87031,16924600681.116,18112418699.4255,20882140486.7699,-3467223302.68429,15890559562.6822,23875358227.1959,25713223279.0045,20072067428.6638,14654472684.2885,-3926557313.09246,2911167423.33328,7023803450.54124,,
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,62.8612782697202,74.946850958953,48.2167466955221,49.5798894342136,45.1995788304369,41.0646943598961,31.1572958281252,40.1542845215112,48.8896794334592,63.6888393251959,42.5805172359653,39.3125594147723,35.8599672014052,36.0648463922967,34.6378962589621,33.1339212916755,25.2456707179877,23.2527213968366,,
Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,59966550900,153737890600,320827000000,351915136300,377006685500,422058984400,448859729900,482973069400,570729276100,568021538900,501345818300,556243395000,555745790200,580079951000,550156629600,418612412200,315052301600,350442442700,,
Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,156.372741624531,108.684403531162,9.69,7.12999999483115,11.9499999954245,6.34999999777281,7.60000000614892,18.1699999979336,-0.47443460733308,-11.7382380832108,10.9500418067016,-0.0894581049362415,4.37864959647156,-5.1584822658351,-23.910321229,-24.7389010888961,11.2331003202549,,
Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,4267996118.3158,10941978660.9548,22834202903.1205,25046837164.4329,26832676652.9623,30039181511.7636,31946669537.0915,34374616423.8749,40620484227.3826,40427766592.5416,35682259098.1843,39589481387.0111,39554065387.2082,41285999311.6733,39156268358.9078,29793878813.0036,22423200602.9091,24942021221.6459,,
Imports of goods and services (current LCU),NE.IMP.GNFS.CN,57622482200,147728337500,320827000000,658887000000,889334000000,1323249000000,1311648000000,2010258000000,3247914000000,3552143583600,3279403000000,4128189000000,4383863000000,4758757763100,4961483420700,4622278390000,4178048792100,4711535262200,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,5738980003.82281,6697298360.22468,7370216539.32213,8831519590.16866,10645428494.1358,15181994765.8936,16320505275.1029,26207276865.8555,43286243193.0314,44777816509.1355,35682259098.1843,43947386910.9212,45919711316.8811,49304202033.1896,50471640780.8965,38499512246.7219,25529394463.6446,28397112166.3975,,
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,30.4932189762628,30.4932189408191,30.4931731253335,30.4511106101187,30.8936687341035,27.5565797901657,23.3007709224417,25.730579355956,30.8040531755393,42.8208588143755,28.1973097641434,26.4243536899122,26.6675788564223,26.1429693456408,27.5004618720416,34.2024891287855,27.2147084386719,24.1303045822126,,
Gross capital formation (constant LCU),NE.GDI.TOTL.KN,88193414400,189643438900,202897000000,231233595000,270867033200,303901976600,316787420400,355213734500,449114807400,465580378200,423427460300,468146383000,501694680900,509954704000,527556729700,517497151500,416394125300,428885949100,,
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,115.031292517914,6.98867367986755,13.9659999901428,17.1400000073519,12.1960000114181,4.23999999742021,12.1300000017299,26.4350907017082,3.66622754999371,-9.05384330477354,10.5611767995199,7.16619824872168,1.64642429239679,3.45168415193204,-1.90682397430899,-19.536924195031,3.00000000984646,,
Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,4921598960.80037,10582977857.9573,11322587646.0625,12903900235.5955,15115628736.9253,16959130819.4066,17678197965.712,19822563379.2586,25062675987.9692,25981530719.8058,23629203640.253,26124725613.0187,27996875242.3822,28457822597.4848,29440096750.0671,28878725927.1771,23236711134.2937,23933812470.6105,,
Gross capital formation (current LCU),NE.GDI.TOTL.CN,27951944600,60105427800,202897000000,404677000000,607855000000,887970000000,980907000000,1288159000000,2046422000000,2388265204600,2171658501000,2774806012600,3260098136500,3449565734200,3939127382900,4771346711200,4503915977900,4889353765800,,
Gross capital formation (current US$),NE.GDI.TOTL.CD,2783907339.68352,2724893475.80685,4661062894.26651,5424166591.82938,7276093050.87059,10187920710.5167,12205178422.7822,16793436245.618,27273480876.5163,30106131295.0502,23629203640.253,29539702140.2079,34148595723.1743,35740017532.4265,40071528089.8533,39741120210.0271,27520561236.2242,29468850296.5356,,
Changes in inventories (constant LCU),NE.GDI.STKB.KN,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Changes in inventories (current LCU),NE.GDI.STKB.CN,2148556800,0,1108000000,10317000000,5626000000,-7594000000,56963000000,28773000000,105236000000,1581740199.99988,-3018000000,3354600000.00009,-1620899999.99991,-2049000000,3101000000,836024858100,165743151500.001,179927180300,,
Changes in inventories (current US$),NE.GDI.STKB.CD,213988083.149211,0,25453593.1376378,138285908.830756,67343855.860687,-87128022.2030746,708776243.310468,375107064.496826,1402522076.83512,19939191.8636737,-32838006.7830396,35712004.496737,-16978463.9879322,-21229134.7858385,31545516.6913524,6963351522.18836,1012750809.01206,1084447433.0384,,
Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,28.1493243412777,30.4932189408191,30.326652990374,29.6747776132728,30.607732482369,27.7922461605684,21.947654047901,25.1558475411653,29.2199735771079,42.7924987002413,28.2364961651493,26.3924079839833,26.6808378065393,26.1584979507803,27.4788126782035,28.2096043414698,26.2132129476565,23.2423144977915,,
Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,,,,,,,,,,,,,,,,,,,,
Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,,,,,,,,,,,,,,,,,,,,
Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,,,,,,,,,,,23662041647.036,,,,,,,,,
Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,25803387800,60105427800,201789000000,394360000000,602229000000,895564000000,923944000000,1259386000000,1941186000000,2386683464400,2174676501000,2771451412600,3261719036500,3451614734200,3936026382900,3935321853100,4338172826400,4709426585500,,
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,2569919256.53431,2724893475.80685,4635609301.12887,5285880682.99862,7208749195.0099,10275048732.7198,11496402179.4717,16418329181.1212,25870958799.6812,30086192103.1865,23662041647.036,29503990135.7111,34165574187.1622,35761246667.2123,40039982573.162,32777768687.8387,26507810427.2121,28384402863.4972,,
"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,22.009259802697,24.1418540739523,,,,,14.2596983986268,14.5430655060039,15.783649993684,34.2392811420364,19.7283803905786,19.1253055895496,19.9012701558185,14.539601126989,15.800014236387,24.1315955118225,22.381153934822,16.7677806255315,,
"Gross fixed capital formation, private sector (current LCU)",NE.GDI.FPRV.CN,20175030100,47586201700,,,,,600299364500,728074578500,1048563590100,1909641376800,1519411083700,2008337216700,2432920292400,1918500885400,2263171761200,3366427760500,3703983713000,3397537360800,,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,89.6858311851382,75.38894373114,57.0849959046266,54.3213373807344,58.3803455316586,65.5262677696291,63.4678635039226,67.9057833724671,72.475028472181,58.7573030189496,61.5431127231538,60.6699484390186,55.9401314050625,50.7470843910637,44.6950312503076,29.7545994933756,28.1244845605591,29.0041000519815,,
Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,84053518000,151929245900,379835000000,374897145000,423971181300,521187773100,595665505900,694307713700,768043192900,747686063000,729899118700,692498348200,728507324000,719955371000,725028409300,618526646400,504745424900,628628510400,,
Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,80.7529887089318,150.007822884876,-1.29999999999998,13.0900000052014,22.9299999829965,14.2900000046068,16.5600000038545,10.6200000007288,-2.65051888854519,-2.37893217223176,-5.12410133699206,5.19986450416776,-1.17390075820295,0.704632329216977,-14.6893227263778,-18.3955246168033,24.543676750422,,
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,5939008186.97054,10734934797.6174,26838176775.6342,26489280477.551,29956727293.4402,36825804856.7324,42088212372.4559,49058020342.9569,54267982103.7365,52829598987.6446,51572818660.8665,48930175170.3406,51474477980.8502,50870218693.552,51228666700.4102,43703522520.3665,35664030276.7223,44417294584.0136,,
Exports of goods and services (current LCU),NE.EXP.GNFS.CN,82211503700,148599750100,379835000000,721898000000,1148675000000,2111487000000,2671846000000,3399591000000,4814772000000,3277095000000,4739836000000,6370916000000,6838653000000,6696079588800,6402053256300,4150853170400,4654479972400,5876896635500,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,8187952996.90344,6736804052.06298,8725781181.80022,9676099739.56623,13749769575.3243,24225663183.7639,33245105956.2189,44319695565.281,64168383679.8013,41310593206.4512,51572818660.8665,67822745138.1171,71632934595.8855,69376269461.8533,65126113465.185,34572954933.6294,28440561886.9778,35420915616.9387,,
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,73.175447084582,99.557907227813,91.131600501965,95.2585494198013,86.8192113936015,75.538426590267,67.6894323242026,72.2485011490442,76.414650509699,104.931536306246,81.0374055463561,78.6426109757537,79.9198357963428,85.3177620019908,89.9428650086544,103.379321799017,97.1211861574287,94.2486213448551,,
Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,482243692800,594235832100,606376000000,662494117200,716743372400,776584779700,824758965900,897611545100,1043097178500,1082549451100,1066584297200,1208943167700,1293498916500,1398577915100,1450976906700,1438981284500,1354856268700,1389222403600,,
Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,32050971793.708,38438148840.3239,39101104300.5726,42595104978.2598,45813095802.9168,49502155656.4213,52650764162.9341,57165291538.895,65956871691.0585,68458303158.6943,67908937914.6234,77126725274.4546,82510609899.5173,89637300758.9891,93015258693.8242,92320596099.8683,87847474718.1832,90050567482.0521,,
Gross national expenditure (current LCU),NE.DAB.TOTL.CN,67077078500,196239387400,606376000000,1265929000000,1708230000000,2434114000000,2849564000000,3617002000000,5076495000000,5852389325300,6241218475300,8258214840100,9770159831600,11257681728100,12883289164400,14421716069100,16073134243300,19096934733000,,
Gross national expenditure (current US$),NE.DAB.TOTL.CD,6680621825.52687,8896558031.36291,13930007213.3829,16968124675.7982,20447706167.2416,27927250281.382,35456406210.922,47154033381.9605,67656470318.5515,73774386980.9223,67908937914.6234,87914328237.2454,102339630364.101,116637795403.566,131057727628.217,120120206438.077,98212683667.1221,115100018883.049,,
Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,13.9093739330291,33.0238226642274,100,191.08531942146,238.332165427638,313.438283060391,345.502639900432,402.958497998936,486.675173189532,540.611730887053,585.159418874295,683.093718608059,755.328025943499,804.937759030398,887.904494200452,1002.21707012062,1186.33500944881,1374.6492054485,,
Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,42.6822281083192,69.0646882869939,60.6384273766316,64.8074388096827,55.925542659498,47.9818468001013,44.388661401761,46.5179217930882,45.6105973341597,62.1106774918708,52.8400957822127,52.2182572858415,53.2522569399204,59.1747926563501,62.4424031366128,69.1768326702311,69.9064777187567,70.1183167626424,,
Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,394050278400,404592393200,403479000000,431260522200,445876339200,472682803100,507971545500,542397810600,593982371100,616969072900,643156836900,740796784700,791804235600,888623211100,923420177000,921484133000,938462143400,960336454500,,
Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,,2.67532225654176,-0.275188861360931,6.88549396622875,3.38909226502808,6.01208486373078,7.4656285713306,6.77720344869199,9.5104662098354,3.8699299707213,4.24458293782976,15.1813589155986,6.88548492022092,12.2276405135209,3.91582905615597,-0.209660136113769,1.84246367267616,2.33086771308118,,
Net official development assistance received (current US$),DT.ODA.ODAT.CD,302210000,282730000,414030000,493500000,1144570000,414680000,163520000,259980000,369040000,238940000,235170000,192940000,243610000,285540000,235390000,380060000,206530000,223220000,,
Net official aid received (constant 2015 US$),DT.ODA.OATL.KD,,,,,,,,,,,,,,,,,,,,
Net official aid received (current US$),DT.ODA.OATL.CD,,,,,,,,,,,,,,,,,,,,
Net official development assistance and official aid received (constant 2015 US$),DT.ODA.ALLD.KD,431390000,416470000,567190000,596610000,1244720000,441880000,172820000,251490000,334970000,231540000,224170000,179620000,228220000,259840000,213470000,401990000,206530000,218830000,,
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,302210000,282730000,414030000,493500000,1144570000,414680000,163520000,259980000,369040000,238940000,235170000,192940000,243610000,285540000,235390000,380060000,206530000,223220000,,
"Net official flows from UN agencies, WHO (current US$)",DT.NFL.WHOL.CD,,,,,,,,,,,,1720000,1590000,1500000,2660000,3240000,3000000,1730000,,
"Net official flows from UN agencies, WFP (current US$)",DT.NFL.WFPG.CD,38360000,20210000,30260000,28120000,14370000,9080000,1750000,590000,470000,30000,0,,,,,,,120000,,
"Net official flows from UN agencies, UNWTO (current US$)",DT.NFL.UNWT.CD,,,,,,,,,,,,,,,,,,,,
